"Geography" "Age" "Gender" "Hispanic" "Race" "Freq" "TotalCountyPopulation"
"BLADEN" "41-65" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 35190
"BLADEN" "66+" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 35190
"BLADEN" "18-25" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 35190
"BLADEN" "26-40" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 35190
"BLADEN" "41-65" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 35190
"BLADEN" "66+" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 35190
"BLADEN" "18-25" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 35190
"BLADEN" "26-40" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 35190
"BLADEN" "41-65" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 3 35190
"BLADEN" "66+" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 35190
"BLADEN" "18-25" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 35190
"BLADEN" "26-40" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 35190
"BLADEN" "41-65" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 35190
"BLADEN" "66+" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 35190
"BLADEN" "18-25" "Male" "Hispanic" "SomeOtherRaceAlone" 176 35190
"BLADEN" "26-40" "Male" "Hispanic" "SomeOtherRaceAlone" 328 35190
"BLADEN" "41-65" "Male" "Hispanic" "SomeOtherRaceAlone" 140 35190
"BLADEN" "66+" "Male" "Hispanic" "SomeOtherRaceAlone" 16 35190
"BLADEN" "18-25" "Female" "Hispanic" "SomeOtherRaceAlone" 105 35190
"BLADEN" "26-40" "Female" "Hispanic" "SomeOtherRaceAlone" 223 35190
"BLADEN" "41-65" "Female" "Hispanic" "SomeOtherRaceAlone" 90 35190
"BLADEN" "66+" "Female" "Hispanic" "SomeOtherRaceAlone" 13 35190
"BLADEN" "18-25" "Male" "NotHispanic" "SomeOtherRaceAlone" 3 35190
"BLADEN" "26-40" "Male" "NotHispanic" "SomeOtherRaceAlone" 2 35190
"BLADEN" "41-65" "Male" "NotHispanic" "SomeOtherRaceAlone" 4 35190
"BLADEN" "66+" "Male" "NotHispanic" "SomeOtherRaceAlone" 0 35190
"BLADEN" "18-25" "Female" "NotHispanic" "SomeOtherRaceAlone" 0 35190
"BLADEN" "26-40" "Female" "NotHispanic" "SomeOtherRaceAlone" 2 35190
"BLADEN" "41-65" "Female" "NotHispanic" "SomeOtherRaceAlone" 2 35190
"BLADEN" "66+" "Female" "NotHispanic" "SomeOtherRaceAlone" 0 35190
"BLADEN" "18-25" "Male" "Hispanic" "TwoOrMoreRaces" 4 35190
"BLADEN" "26-40" "Male" "Hispanic" "TwoOrMoreRaces" 2 35190
"BLADEN" "41-65" "Male" "Hispanic" "TwoOrMoreRaces" 7 35190
"BLADEN" "66+" "Male" "Hispanic" "TwoOrMoreRaces" 0 35190
"BLADEN" "18-25" "Female" "Hispanic" "TwoOrMoreRaces" 0 35190
"BLADEN" "26-40" "Female" "Hispanic" "TwoOrMoreRaces" 8 35190
"BLADEN" "41-65" "Female" "Hispanic" "TwoOrMoreRaces" 5 35190
"BLADEN" "66+" "Female" "Hispanic" "TwoOrMoreRaces" 0 35190
"BLADEN" "18-25" "Male" "NotHispanic" "TwoOrMoreRaces" 17 35190
"BLADEN" "26-40" "Male" "NotHispanic" "TwoOrMoreRaces" 23 35190
"BLADEN" "41-65" "Male" "NotHispanic" "TwoOrMoreRaces" 33 35190
"BLADEN" "66+" "Male" "NotHispanic" "TwoOrMoreRaces" 6 35190
"BLADEN" "18-25" "Female" "NotHispanic" "TwoOrMoreRaces" 20 35190
"BLADEN" "26-40" "Female" "NotHispanic" "TwoOrMoreRaces" 41 35190
"BLADEN" "41-65" "Female" "NotHispanic" "TwoOrMoreRaces" 46 35190
"BLADEN" "66+" "Female" "NotHispanic" "TwoOrMoreRaces" 12 35190
"BRUNSWICK" "18-25" "Male" "Hispanic" "WhiteAlone" 169 107431
"BRUNSWICK" "26-40" "Male" "Hispanic" "WhiteAlone" 397 107431
"BRUNSWICK" "41-65" "Male" "Hispanic" "WhiteAlone" 231 107431
"BRUNSWICK" "66+" "Male" "Hispanic" "WhiteAlone" 64 107431
"BRUNSWICK" "18-25" "Female" "Hispanic" "WhiteAlone" 113 107431
"BRUNSWICK" "26-40" "Female" "Hispanic" "WhiteAlone" 278 107431
"BRUNSWICK" "41-65" "Female" "Hispanic" "WhiteAlone" 176 107431
"BRUNSWICK" "66+" "Female" "Hispanic" "WhiteAlone" 65 107431
"BRUNSWICK" "18-25" "Male" "NotHispanic" "WhiteAlone" 2716 107431
"BRUNSWICK" "26-40" "Male" "NotHispanic" "WhiteAlone" 6567 107431
"BRUNSWICK" "41-65" "Male" "NotHispanic" "WhiteAlone" 16306 107431
"BRUNSWICK" "66+" "Male" "NotHispanic" "WhiteAlone" 9474 107431
"BRUNSWICK" "18-25" "Female" "NotHispanic" "WhiteAlone" 2698 107431
"BRUNSWICK" "26-40" "Female" "NotHispanic" "WhiteAlone" 6927 107431
"BRUNSWICK" "41-65" "Female" "NotHispanic" "WhiteAlone" 18492 107431
"BRUNSWICK" "66+" "Female" "NotHispanic" "WhiteAlone" 9767 107431
"BRUNSWICK" "18-25" "Male" "Hispanic" "BlackAlone" 11 107431
"BRUNSWICK" "26-40" "Male" "Hispanic" "BlackAlone" 23 107431
"BRUNSWICK" "41-65" "Male" "Hispanic" "BlackAlone" 18 107431
"BRUNSWICK" "66+" "Male" "Hispanic" "BlackAlone" 2 107431
"BRUNSWICK" "18-25" "Female" "Hispanic" "BlackAlone" 11 107431
"BRUNSWICK" "26-40" "Female" "Hispanic" "BlackAlone" 15 107431
"BRUNSWICK" "41-65" "Female" "Hispanic" "BlackAlone" 9 107431
"BRUNSWICK" "66+" "Female" "Hispanic" "BlackAlone" 5 107431
"BRUNSWICK" "18-25" "Male" "NotHispanic" "BlackAlone" 640 107431
"BRUNSWICK" "26-40" "Male" "NotHispanic" "BlackAlone" 1026 107431
"BRUNSWICK" "41-65" "Male" "NotHispanic" "BlackAlone" 2025 107431
"BRUNSWICK" "66+" "Male" "NotHispanic" "BlackAlone" 595 107431
"BRUNSWICK" "18-25" "Female" "NotHispanic" "BlackAlone" 586 107431
"BRUNSWICK" "26-40" "Female" "NotHispanic" "BlackAlone" 1113 107431
"BRUNSWICK" "41-65" "Female" "NotHispanic" "BlackAlone" 2324 107431
"BRUNSWICK" "66+" "Female" "NotHispanic" "BlackAlone" 829 107431
"BRUNSWICK" "18-25" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 8 107431
"BRUNSWICK" "26-40" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 14 107431
"BRUNSWICK" "41-65" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 16 107431
"BRUNSWICK" "66+" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 1 107431
"BRUNSWICK" "18-25" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 5 107431
"BRUNSWICK" "26-40" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 12 107431
"BRUNSWICK" "41-65" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 10 107431
"BRUNSWICK" "66+" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 2 107431
"BRUNSWICK" "18-25" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 34 107431
"BRUNSWICK" "26-40" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 61 107431
"BRUNSWICK" "41-65" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 123 107431
"BRUNSWICK" "66+" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 33 107431
"BRUNSWICK" "18-25" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 37 107431
"BRUNSWICK" "26-40" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 58 107431
"BRUNSWICK" "41-65" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 131 107431
"BRUNSWICK" "66+" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 28 107431
"BRUNSWICK" "18-25" "Male" "Hispanic" "AsianAlone" 1 107431
"BRUNSWICK" "26-40" "Male" "Hispanic" "AsianAlone" 4 107431
"BRUNSWICK" "41-65" "Male" "Hispanic" "AsianAlone" 3 107431
"BRUNSWICK" "66+" "Male" "Hispanic" "AsianAlone" 0 107431
"BRUNSWICK" "18-25" "Female" "Hispanic" "AsianAlone" 0 107431
"BRUNSWICK" "26-40" "Female" "Hispanic" "AsianAlone" 5 107431
"BRUNSWICK" "41-65" "Female" "Hispanic" "AsianAlone" 2 107431
"BRUNSWICK" "66+" "Female" "Hispanic" "AsianAlone" 0 107431
"BRUNSWICK" "18-25" "Male" "NotHispanic" "AsianAlone" 22 107431
"BRUNSWICK" "26-40" "Male" "NotHispanic" "AsianAlone" 63 107431
"BRUNSWICK" "41-65" "Male" "NotHispanic" "AsianAlone" 74 107431
"BRUNSWICK" "66+" "Male" "NotHispanic" "AsianAlone" 22 107431
"BRUNSWICK" "18-25" "Female" "NotHispanic" "AsianAlone" 18 107431
"BRUNSWICK" "26-40" "Female" "NotHispanic" "AsianAlone" 93 107431
"BRUNSWICK" "41-65" "Female" "NotHispanic" "AsianAlone" 123 107431
"BRUNSWICK" "66+" "Female" "NotHispanic" "AsianAlone" 27 107431
"BRUNSWICK" "18-25" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 107431
"BRUNSWICK" "26-40" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 107431
"BRUNSWICK" "41-65" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 107431
"BRUNSWICK" "66+" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 107431
"BRUNSWICK" "18-25" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 107431
"BRUNSWICK" "26-40" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 107431
"BRUNSWICK" "41-65" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 107431
"BRUNSWICK" "66+" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 107431
"BRUNSWICK" "18-25" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 3 107431
"BRUNSWICK" "26-40" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 7 107431
"BRUNSWICK" "41-65" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 5 107431
"BRUNSWICK" "66+" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 2 107431
"BRUNSWICK" "18-25" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 107431
"BRUNSWICK" "26-40" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 2 107431
"BRUNSWICK" "41-65" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 4 107431
"BRUNSWICK" "66+" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 107431
"BRUNSWICK" "18-25" "Male" "Hispanic" "SomeOtherRaceAlone" 226 107431
"BRUNSWICK" "26-40" "Male" "Hispanic" "SomeOtherRaceAlone" 520 107431
"BRUNSWICK" "41-65" "Male" "Hispanic" "SomeOtherRaceAlone" 241 107431
"BRUNSWICK" "66+" "Male" "Hispanic" "SomeOtherRaceAlone" 24 107431
"BRUNSWICK" "18-25" "Female" "Hispanic" "SomeOtherRaceAlone" 136 107431
"BRUNSWICK" "26-40" "Female" "Hispanic" "SomeOtherRaceAlone" 306 107431
"BRUNSWICK" "41-65" "Female" "Hispanic" "SomeOtherRaceAlone" 119 107431
"BRUNSWICK" "66+" "Female" "Hispanic" "SomeOtherRaceAlone" 17 107431
"BRUNSWICK" "18-25" "Male" "NotHispanic" "SomeOtherRaceAlone" 5 107431
"BRUNSWICK" "26-40" "Male" "NotHispanic" "SomeOtherRaceAlone" 8 107431
"BRUNSWICK" "41-65" "Male" "NotHispanic" "SomeOtherRaceAlone" 12 107431
"BRUNSWICK" "66+" "Male" "NotHispanic" "SomeOtherRaceAlone" 2 107431
"BRUNSWICK" "18-25" "Female" "NotHispanic" "SomeOtherRaceAlone" 7 107431
"BRUNSWICK" "26-40" "Female" "NotHispanic" "SomeOtherRaceAlone" 12 107431
"BRUNSWICK" "41-65" "Female" "NotHispanic" "SomeOtherRaceAlone" 8 107431
"BRUNSWICK" "66+" "Female" "NotHispanic" "SomeOtherRaceAlone" 1 107431
"BRUNSWICK" "18-25" "Male" "Hispanic" "TwoOrMoreRaces" 23 107431
"BRUNSWICK" "26-40" "Male" "Hispanic" "TwoOrMoreRaces" 46 107431
"BRUNSWICK" "41-65" "Male" "Hispanic" "TwoOrMoreRaces" 26 107431
"BRUNSWICK" "66+" "Male" "Hispanic" "TwoOrMoreRaces" 3 107431
"BRUNSWICK" "18-25" "Female" "Hispanic" "TwoOrMoreRaces" 13 107431
"BRUNSWICK" "26-40" "Female" "Hispanic" "TwoOrMoreRaces" 35 107431
"BRUNSWICK" "41-65" "Female" "Hispanic" "TwoOrMoreRaces" 21 107431
"BRUNSWICK" "66+" "Female" "Hispanic" "TwoOrMoreRaces" 2 107431
"BRUNSWICK" "18-25" "Male" "NotHispanic" "TwoOrMoreRaces" 61 107431
"BRUNSWICK" "26-40" "Male" "NotHispanic" "TwoOrMoreRaces" 111 107431
"BRUNSWICK" "41-65" "Male" "NotHispanic" "TwoOrMoreRaces" 133 107431
"BRUNSWICK" "66+" "Male" "NotHispanic" "TwoOrMoreRaces" 43 107431
"BRUNSWICK" "18-25" "Female" "NotHispanic" "TwoOrMoreRaces" 73 107431
"BRUNSWICK" "26-40" "Female" "NotHispanic" "TwoOrMoreRaces" 123 107431
"BRUNSWICK" "41-65" "Female" "NotHispanic" "TwoOrMoreRaces" 142 107431
"BRUNSWICK" "66+" "Female" "NotHispanic" "TwoOrMoreRaces" 42 107431
"BUNCOMBE" "18-25" "Male" "Hispanic" "WhiteAlone" 474 238318
"BUNCOMBE" "26-40" "Male" "Hispanic" "WhiteAlone" 1112 238318
"BUNCOMBE" "41-65" "Male" "Hispanic" "WhiteAlone" 617 238318
"BUNCOMBE" "66+" "Male" "Hispanic" "WhiteAlone" 98 238318
"BUNCOMBE" "18-25" "Female" "Hispanic" "WhiteAlone" 373 238318
"BUNCOMBE" "26-40" "Female" "Hispanic" "WhiteAlone" 933 238318
"BUNCOMBE" "41-65" "Female" "Hispanic" "WhiteAlone" 650 238318
"BUNCOMBE" "66+" "Female" "Hispanic" "WhiteAlone" 135 238318
"BUNCOMBE" "18-25" "Male" "NotHispanic" "WhiteAlone" 9231 238318
"BUNCOMBE" "26-40" "Male" "NotHispanic" "WhiteAlone" 19373 238318
"BUNCOMBE" "41-65" "Male" "NotHispanic" "WhiteAlone" 34694 238318
"BUNCOMBE" "66+" "Male" "NotHispanic" "WhiteAlone" 13925 238318
"BUNCOMBE" "18-25" "Female" "NotHispanic" "WhiteAlone" 9926 238318
"BUNCOMBE" "26-40" "Female" "NotHispanic" "WhiteAlone" 19940 238318
"BUNCOMBE" "41-65" "Female" "NotHispanic" "WhiteAlone" 38244 238318
"BUNCOMBE" "66+" "Female" "NotHispanic" "WhiteAlone" 19319 238318
"BUNCOMBE" "18-25" "Male" "Hispanic" "BlackAlone" 16 238318
"BUNCOMBE" "26-40" "Male" "Hispanic" "BlackAlone" 26 238318
"BUNCOMBE" "41-65" "Male" "Hispanic" "BlackAlone" 25 238318
"BUNCOMBE" "66+" "Male" "Hispanic" "BlackAlone" 3 238318
"BUNCOMBE" "18-25" "Female" "Hispanic" "BlackAlone" 16 238318
"BUNCOMBE" "26-40" "Female" "Hispanic" "BlackAlone" 22 238318
"BUNCOMBE" "41-65" "Female" "Hispanic" "BlackAlone" 17 238318
"BUNCOMBE" "66+" "Female" "Hispanic" "BlackAlone" 5 238318
"BUNCOMBE" "18-25" "Male" "NotHispanic" "BlackAlone" 811 238318
"BUNCOMBE" "26-40" "Male" "NotHispanic" "BlackAlone" 1366 238318
"BUNCOMBE" "41-65" "Male" "NotHispanic" "BlackAlone" 2482 238318
"BUNCOMBE" "66+" "Male" "NotHispanic" "BlackAlone" 619 238318
"BUNCOMBE" "18-25" "Female" "NotHispanic" "BlackAlone" 857 238318
"BUNCOMBE" "26-40" "Female" "NotHispanic" "BlackAlone" 1434 238318
"BUNCOMBE" "41-65" "Female" "NotHispanic" "BlackAlone" 2572 238318
"BUNCOMBE" "66+" "Female" "NotHispanic" "BlackAlone" 945 238318
"BUNCOMBE" "18-25" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 9 238318
"BUNCOMBE" "26-40" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 33 238318
"BUNCOMBE" "41-65" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 14 238318
"BUNCOMBE" "66+" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 1 238318
"BUNCOMBE" "18-25" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 11 238318
"BUNCOMBE" "26-40" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 19 238318
"BUNCOMBE" "41-65" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 22 238318
"BUNCOMBE" "66+" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 1 238318
"BUNCOMBE" "18-25" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 54 238318
"BUNCOMBE" "26-40" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 77 238318
"BUNCOMBE" "41-65" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 158 238318
"BUNCOMBE" "66+" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 35 238318
"BUNCOMBE" "18-25" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 49 238318
"BUNCOMBE" "26-40" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 75 238318
"BUNCOMBE" "41-65" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 165 238318
"BUNCOMBE" "66+" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 34 238318
"BUNCOMBE" "18-25" "Male" "Hispanic" "AsianAlone" 0 238318
"BUNCOMBE" "26-40" "Male" "Hispanic" "AsianAlone" 5 238318
"BUNCOMBE" "41-65" "Male" "Hispanic" "AsianAlone" 0 238318
"BUNCOMBE" "66+" "Male" "Hispanic" "AsianAlone" 1 238318
"BUNCOMBE" "18-25" "Female" "Hispanic" "AsianAlone" 5 238318
"BUNCOMBE" "26-40" "Female" "Hispanic" "AsianAlone" 6 238318
"BUNCOMBE" "41-65" "Female" "Hispanic" "AsianAlone" 4 238318
"BUNCOMBE" "66+" "Female" "Hispanic" "AsianAlone" 0 238318
"BUNCOMBE" "18-25" "Male" "NotHispanic" "AsianAlone" 113 238318
"BUNCOMBE" "26-40" "Male" "NotHispanic" "AsianAlone" 273 238318
"BUNCOMBE" "41-65" "Male" "NotHispanic" "AsianAlone" 321 238318
"BUNCOMBE" "66+" "Male" "NotHispanic" "AsianAlone" 75 238318
"BUNCOMBE" "18-25" "Female" "NotHispanic" "AsianAlone" 126 238318
"BUNCOMBE" "26-40" "Female" "NotHispanic" "AsianAlone" 309 238318
"BUNCOMBE" "41-65" "Female" "NotHispanic" "AsianAlone" 418 238318
"BUNCOMBE" "66+" "Female" "NotHispanic" "AsianAlone" 134 238318
"BUNCOMBE" "18-25" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 238318
"BUNCOMBE" "26-40" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 3 238318
"BUNCOMBE" "41-65" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 6 238318
"BUNCOMBE" "66+" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 238318
"BUNCOMBE" "18-25" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 238318
"BUNCOMBE" "26-40" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 2 238318
"BUNCOMBE" "41-65" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 2 238318
"BUNCOMBE" "66+" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 238318
"BUNCOMBE" "18-25" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 12 238318
"BUNCOMBE" "26-40" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 51 238318
"BUNCOMBE" "41-65" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 16 238318
"BUNCOMBE" "66+" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 4 238318
"BUNCOMBE" "18-25" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 13 238318
"BUNCOMBE" "26-40" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 48 238318
"BUNCOMBE" "41-65" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 18 238318
"BUNCOMBE" "66+" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 4 238318
"BUNCOMBE" "18-25" "Male" "Hispanic" "SomeOtherRaceAlone" 563 238318
"BUNCOMBE" "26-40" "Male" "Hispanic" "SomeOtherRaceAlone" 1180 238318
"BUNCOMBE" "41-65" "Male" "Hispanic" "SomeOtherRaceAlone" 438 238318
"BUNCOMBE" "66+" "Male" "Hispanic" "SomeOtherRaceAlone" 14 238318
"BUNCOMBE" "18-25" "Female" "Hispanic" "SomeOtherRaceAlone" 362 238318
"BUNCOMBE" "26-40" "Female" "Hispanic" "SomeOtherRaceAlone" 827 238318
"BUNCOMBE" "41-65" "Female" "Hispanic" "SomeOtherRaceAlone" 354 238318
"BUNCOMBE" "66+" "Female" "Hispanic" "SomeOtherRaceAlone" 33 238318
"BUNCOMBE" "18-25" "Male" "NotHispanic" "SomeOtherRaceAlone" 15 238318
"BUNCOMBE" "26-40" "Male" "NotHispanic" "SomeOtherRaceAlone" 24 238318
"BUNCOMBE" "41-65" "Male" "NotHispanic" "SomeOtherRaceAlone" 29 238318
"BUNCOMBE" "66+" "Male" "NotHispanic" "SomeOtherRaceAlone" 5 238318
"BUNCOMBE" "18-25" "Female" "NotHispanic" "SomeOtherRaceAlone" 25 238318
"BUNCOMBE" "26-40" "Female" "NotHispanic" "SomeOtherRaceAlone" 36 238318
"BUNCOMBE" "41-65" "Female" "NotHispanic" "SomeOtherRaceAlone" 32 238318
"BUNCOMBE" "66+" "Female" "NotHispanic" "SomeOtherRaceAlone" 5 238318
"BUNCOMBE" "18-25" "Male" "Hispanic" "TwoOrMoreRaces" 58 238318
"BUNCOMBE" "26-40" "Male" "Hispanic" "TwoOrMoreRaces" 123 238318
"BUNCOMBE" "41-65" "Male" "Hispanic" "TwoOrMoreRaces" 74 238318
"BUNCOMBE" "66+" "Male" "Hispanic" "TwoOrMoreRaces" 7 238318
"BUNCOMBE" "18-25" "Female" "Hispanic" "TwoOrMoreRaces" 64 238318
"BUNCOMBE" "26-40" "Female" "Hispanic" "TwoOrMoreRaces" 77 238318
"BUNCOMBE" "41-65" "Female" "Hispanic" "TwoOrMoreRaces" 59 238318
"BUNCOMBE" "66+" "Female" "Hispanic" "TwoOrMoreRaces" 9 238318
"BUNCOMBE" "18-25" "Male" "NotHispanic" "TwoOrMoreRaces" 219 238318
"BUNCOMBE" "26-40" "Male" "NotHispanic" "TwoOrMoreRaces" 298 238318
"BUNCOMBE" "41-65" "Male" "NotHispanic" "TwoOrMoreRaces" 350 238318
"BUNCOMBE" "66+" "Male" "NotHispanic" "TwoOrMoreRaces" 84 238318
"BUNCOMBE" "18-25" "Female" "NotHispanic" "TwoOrMoreRaces" 238 238318
"BUNCOMBE" "26-40" "Female" "NotHispanic" "TwoOrMoreRaces" 329 238318
"BUNCOMBE" "41-65" "Female" "NotHispanic" "TwoOrMoreRaces" 421 238318
"BUNCOMBE" "66+" "Female" "NotHispanic" "TwoOrMoreRaces" 140 238318
"BURKE" "18-25" "Male" "Hispanic" "WhiteAlone" 109 90912
"BURKE" "26-40" "Male" "Hispanic" "WhiteAlone" 160 90912
"BURKE" "41-65" "Male" "Hispanic" "WhiteAlone" 124 90912
"BURKE" "66+" "Male" "Hispanic" "WhiteAlone" 23 90912
"BURKE" "18-25" "Female" "Hispanic" "WhiteAlone" 71 90912
"BURKE" "26-40" "Female" "Hispanic" "WhiteAlone" 128 90912
"BURKE" "41-65" "Female" "Hispanic" "WhiteAlone" 121 90912
"BURKE" "66+" "Female" "Hispanic" "WhiteAlone" 31 90912
"BURKE" "18-25" "Male" "NotHispanic" "WhiteAlone" 3341 90912
"BURKE" "26-40" "Male" "NotHispanic" "WhiteAlone" 6338 90912
"BURKE" "41-65" "Male" "NotHispanic" "WhiteAlone" 14008 90912
"BURKE" "66+" "Male" "NotHispanic" "WhiteAlone" 5397 90912
"BURKE" "18-25" "Female" "NotHispanic" "WhiteAlone" 3015 90912
"BURKE" "26-40" "Female" "NotHispanic" "WhiteAlone" 6439 90912
"BURKE" "41-65" "Female" "NotHispanic" "WhiteAlone" 14470 90912
"BURKE" "66+" "Female" "NotHispanic" "WhiteAlone" 7410 90912
"BURKE" "18-25" "Male" "Hispanic" "BlackAlone" 6 90912
"BURKE" "26-40" "Male" "Hispanic" "BlackAlone" 14 90912
"BURKE" "41-65" "Male" "Hispanic" "BlackAlone" 3 90912
"BURKE" "66+" "Male" "Hispanic" "BlackAlone" 0 90912
"BURKE" "18-25" "Female" "Hispanic" "BlackAlone" 1 90912
"BURKE" "26-40" "Female" "Hispanic" "BlackAlone" 6 90912
"BURKE" "41-65" "Female" "Hispanic" "BlackAlone" 1 90912
"BURKE" "66+" "Female" "Hispanic" "BlackAlone" 1 90912
"BURKE" "18-25" "Male" "NotHispanic" "BlackAlone" 1052 90912
"BURKE" "26-40" "Male" "NotHispanic" "BlackAlone" 482 90912
"BURKE" "41-65" "Male" "NotHispanic" "BlackAlone" 932 90912
"BURKE" "66+" "Male" "NotHispanic" "BlackAlone" 238 90912
"BURKE" "18-25" "Female" "NotHispanic" "BlackAlone" 227 90912
"BURKE" "26-40" "Female" "NotHispanic" "BlackAlone" 424 90912
"BURKE" "41-65" "Female" "NotHispanic" "BlackAlone" 924 90912
"BURKE" "66+" "Female" "NotHispanic" "BlackAlone" 384 90912
"BURKE" "18-25" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 13 90912
"BURKE" "26-40" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 28 90912
"BURKE" "41-65" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 10 90912
"BURKE" "66+" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 90912
